GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "55065","Lafayette, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3212,3621,3834,4269,5006,5130,5737,5752,6749,7739,8634,9199,9589,9772,9674,10867,11325,12588,13622,12505,15339,15585,15336,15991,16284,17170,16612,18195,19104,20643,21258,21553,23545,23598,23837,26579,26932,27670,31656,32372,32034,34970,38678,37826,39734,38907,40147,39267,40730,42375,43860,48962,52194
 "55067","Langlade, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",50216,57682,59623,64087,73493,83369,90343,97380,107295,122917,137448,156059,170509,179601,187197,198813,212310,218227,221633,239791,265553,272218,287909,309488,330106,351167,362344,389038,412749,429150,448356,485566,496046,507373,523124,548091,564788,588003,614877,648711,652342,668737,692488,725252,733501,751196,791744,778357,809111,833281,863318,935325,994760
 "55067","Langlade, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",19817,19284,19568,19665,19313,19053,19676,19421,19388,19560,19671,20037,20227,20146,20105,20047,19782,19536,19361,19477,19519,19504,19753,19923,20056,20297,20506,20547,20652,20587,20693,20735,20820,20722,20668,20686,20477,20440,20379,20248,20086,19972,19835,19694,19520,19395,19218,19286,19416,19503,19504,19438,19502
 "55067","Langlade, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2534,2991,3047,3259,3805,4376,4592,5014,5534,6284,6987,7789,8430,8915,9311,9917,10732,11171,11447,12311,13605,13957,14575,15534,16459,17301,17670,18934,19986,20846,21667,23418,23825,24485,25311,26496,27582,28767,30172,32038,32477,33484,34912,36826,37577,38731,41198,40359,41672,42726,44264,48118,51008
 "55069","Lincoln, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",66995,74897,82291,90052,100563,110471,123446,139582,158026,176847,195827,212785,229078,239675,260355,283572,296706,313397,325555,339607,365103,394960,414654,449979,481601,511398,549448,587886,623341,656090,669506,711470,760873,785600,814889,845564,873527,913506,959474,1017360,1028362,1016435,1045526,1071655,1075540,1102705,1160810,1184832,1222831,1272786,1299971,1393102,1467198
 "55069","Lincoln, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",23816,23684,24453,24748,25477,25311,25353,24836,25587,25775,25737,26632,26878,26632,26628,27313,27207,26887,26872,26770,26772,27070,27465,27836,28170,28541,28737,28970,29130,29212,29393,29670,29548,29641,29621,29666,29602,29457,29272,29094,28833,28797,28605,28685,28566,28450,28286,28347,28327,28346,28335,28374,28541
 "55069","Lincoln, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2813,3162,3365,3639,3947,4365,4869,5620,6176,6861,7609,7990,8523,9000,9777,10382,10906,11656,12115,12686,13637,14590,15098,16165,17096,17918,19120,20293,21399,22460,22778,23979,25750,26504,27511,28503,29509,31012,32778,34968,35666,35297,36550,37359,37651,38759,41038,41797,43168,44902,45879,49098,51407
 "55071","Manitowoc, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",271930,295193,317142,344633,384238,420588,458802,513815,577333,639883,723568,791198,873915,915044,943576,1009957,1053869,1095261,1120220,1167473,1283902,1342665,1404906,1501637,1569546,1710923,1761810,1862244,1955216,2076716,2118934,2228609,2304029,2357393,2407110,2551903,2604928,2716162,2849145,3062370,3071566,3125913,3263889,3338192,3295748,3412963,3537612,3543266,3613245,3704435,3817714,4082134,4326678
 "55071","Manitowoc, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",82443,82282,82183,81874,82278,81816,82090,81794,81511,81569,82487,82887,82569,82613,82479,82332,81636,81025,80623,80557,80469,80486,80889,81486,81756,82020,82418,82480,82345,82642,82803,82936,82788,82338,82010,81846,81827,81869,81872,81698,81600,81393,81348,81283,81299,81007,80787,80909,80843,80956,81060,81250,81505
 "55071","Manitowoc, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3298,3588,3859,4209,4670,5141,5589,6282,7083,7845,8772,9546,10584,11076,11440,12267,12909,13518,13895,14493,15955,16682,17368,18428,19198,20860,21377,22578,23744,25129,25590,26871,27830,28631,29351,31179,31835,33177,34800,37484,37642,38405,40123,41069,40539,42132,43789,43793,44695,45759,47097,50242,53085
 "55073","Marathon, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",308780,336776,364714,407458,461198,503186,565233,639843,736095,830191,925333,1011574,1092193,1144982,1199293,1308795,1392973,1477942,1569556,1667958,1855697,1981850,2068665,2235885,2348607,2482296,2605618,2779602,2953168,3155757,3299108,3523244,3700429,3830311,3976963,4140847,4342370,4533401,4761115,4974046,4991346,5033479,5326863,5603165,5648081,5959007,6157325,6302211,6522056,6821543,7175658,7595053,7996755
 "55073","Marathon, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",96774,97762,99164,100135,101722,103197,104779,105124,107054,108618,110574,111246,110887,111023,110953,111241,111260,111458,112058,113201,114318,115743,116972,118417,120044,120760,121649,122560,123583,124597,125404,125995,126459,126880,127311,127855,128958,130516,131773,133036,133793,134122,134646,134916,135674,136172,136597,136601,137232,137418,137875,137954,137648
 "55073","Marathon, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3191,3445,3678,4069,4534,4876,5395,6087,6876,7643,8368,9093,9850,10313,10809,11765,12520,13260,14007,14734,16233,17123,17685,18881,19565,20556,21419,22680,23896,25328,26308,27963,29262,30188,31238,32387,33673,34734,36131,37389,37306,37529,39562,41531,41630,43761,45077,46136,47526,49641,52045,55055,58096
 "55075","Marinette, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",106360,114613,120691,132788,150055,168812,185654,207775,236297,267588,304572,332988,365349,387215,413056,452870,488726,511763,528172,541589,591005,617746,646547,679895,711989,754174,796832,837777,890210,938158,973597,1018771,1058606,1109355,1155940,1187550,1202081,1239813,1291800,1370151,1345893,1425362,1492076,1561230,1583311,1622333,1658963,1672874,1724884,1841111,1886902,2002558,2146725
 "55075","Marinette, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",35695,35865,35971,36051,36166,36188,36964,37368,37774,37723,37912,39515,40229,40197,39660,40050,40512,40666,40851,40594,40418,40639,41017,41213,41618,42137,42612,42757,43028,43163,43226,43418,43157,43122,42946,42680,42850,42389,42190,42019,41792,41703,41620,41722,41829,41753,41509,41283,41486,41708,41717,41869,41875
 "55075","Marinette, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2980,3196,3355,3683,4149,4665,5023,5560,6256,7093,8034,8427,9082,9633,10415,11308,12064,12585,12929,13342,14622,15201,15763,16497,17108,17898,18700,19594,20689,21735,22523,23464,24529,25726,26916,27825,28053,29248,30619,32608,32205,34179,35850,37420,37852,38855,39966,40522,41577,44143,45231,47829,51265
 "55077","Marquette, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",26946,27782,31488,34316,39983,45070,50871,55594,63197,70958,81513,90826,98718,104906,111736,124790,131540,141212,149245,154152,177477,182310,190124,202963,212893,228333,238651,255674,270341,285046,293200,310495,331856,351009,367387,391227,404284,418912,441014,464459,465175,487865,518951,522309,529131,542442,572676,581547,605868,635227,668761,716507,756197
 "55077","Marquette, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",8841,8926,9140,9411,9648,9934,10469,10452,10739,11138,11185,11724,11909,11992,11960,12113,12036,12082,12080,12136,12189,12393,12640,12982,13432,13732,14211,14757,15263,15458,15646,14602,14624,14798,14931,15157,15390,15437,15395,15485,15405,15372,15364,15239,15176,15063,15116,15118,15274,15397,15541,15584,15792
 "55077","Marquette, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3048,3112,3445,3646,4144,4537,4859,5319,5885,6371,7288,7747,8289,8748,9342,10302,10929,11688,12355,12702,14560,14711,15041,15634,15850,16628,16793,17326,17712,18440,18740,21264,22693,23720,24606,25812,26269,27137,28647,29994,30196,31737,33777,34274,34866,36012,37885,38467,39667,41257,43032,45977,47885
 "55078","Menominee, WI*",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),36149,39576,43919,52204,57026,60581,64537,67036,71880,72802,75919,76124,80108,81795,83761,85777,85419,86292,93700,95796,105509,109707,112942,116854,121452,123483,135889,132622,135628,139467,156586,168301,185337
 "55078","Menominee, WI*",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),3861,4077,4119,4300,4300,4364,4471,4555,4592,4544,4545,4565,4521,4539,4478,4406,4353,4312,4293,4214,4191,4263,4337,4301,4294,4387,4361,4353,4393,4359,4290,4255,4289
 "55078","Menominee, WI*",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),9363,9707,10663,12140,13262,13882,14435,14717,15653,16022,16704,16676,17719,18020,18705,19468,19623,20012,21826,22733,25175,25735,26042,27169,28284,28147,31160,30467,30874,31995,36500,39554,43212
 "55079","Milwaukee, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",4517633,4843227,5123498,5544695,6055884,6595981,7045424,7556155,8194471,8958276,9811789,10709716,11675132,12362927,12733676,13771688,14397862,14977218,15617896,16703351,17895303,18700026,19120030,20166922,20760856,21492730,22314657,23101865,24041948,25500965,26146810,27383797,28799637,29074838,29369668,29877753,30966496,32899506,34211739,35145700,34802090,35495336,37118377,38908062,38460362,39758839,41178967,41181743,42279261,44346651,45398877,48377271,51904010
 "55079","Milwaukee, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",1056587,1053784,1052404,1058616,1042068,1036141,1011879,1010826,993857,974313,972060,964627,960673,960664,957459,951599,952904,951493,951019,952318,957092,959963,963990,966433,964231,959029,954978,950969,945453,942430,940529,939769,939305,939854,939513,936914,932540,930263,931453,934752,942668,948133,950590,953251,955498,955941,955271,951152,946243,942669,941127,938149,928059
 "55079","Milwaukee, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4276,4596,4868,5238,5811,6366,6963,7475,8245,9194,10094,11102,12153,12869,13299,14472,15109,15741,16422,17540,18698,19480,19834,20867,21531,22411,23367,24293,25429,27059,27800,29139,30661,30935,31261,31890,33207,35366,36729,37599,36919,37437,39048,40816,40252,41591,43107,43297,44681,47044,48239,51567,55927
 "55081","Monroe, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",99983,105297,118540,130083,140311,153130,166944,186119,206949,230092,268955,305319,312925,334816,348868,385501,406382,429715,453091,466788,511777,532620,569627,608809,628876,666987,692695,755109,795146,839158,859484,918882,952023,986731,1039794,1125816,1159025,1200423,1267906,1351457,1375154,1459247,1518894,1567313,1584555,1657800,1743537,1750462,1856567,1909969,1974747,2149791,2263443
 "55081","Monroe, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",32130,31708,32122,32518,32460,32564,33462,33704,33831,33946,34507,35220,35724,35635,35591,35520,35565,35594,35899,36295,36270,36790,37219,37862,38325,38740,39080,39633,39918,40316,40541,40984,41298,41611,41712,42229,42604,43208,43729,44157,44437,44807,45026,44949,45037,45050,45175,45338,45622,45972,46418,46281,46193
 "55081","Monroe, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3112,3321,3690,4000,4323,4702,4989,5522,6117,6778,7794,8669,8760,9396,9802,10853,11426,12073,12621,12861,14110,14477,15305,16080,16409,17217,17725,19053,19919,20815,21200,22421,23053,23713,24928,26660,27205,27782,28995,30606,30946,32567,33734,34869,35183,36799,38595,38609,40695,41546,42543,46451,49000
 "55083","Oconto, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",66725,72593,79948,88748,99366,112444,127178,140575,161592,179600,203699,225683,244072,256025,266823,305543,340121,350081,359516,365747,405298,424328,445666,493436,535294,579825,612016,671450,752697,792671,828533,892434,924519,942940,992089,1049659,1089190,1126145,1206726,1267581,1255485,1321567,1419419,1446952,1482664,1525960,1565065,1605392,1652941,1750295,1842378,1972420,2090368
 "55083","Oconto, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",25852,25546,25508,25992,26664,26720,27241,27810,27516,28124,28331,28995,29120,28979,28916,29413,29441,29519,29687,29961,30047,30332,30521,30943,31518,32098,32640,33328,33953,34529,35166,35804,36149,36458,36889,37354,37563,37756,37805,37816,37655,37731,37651,37562,37573,37733,37812,37880,37997,38438,38660,39043,39356
 "55083","Oconto, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2581,2842,3134,3414,3727,4208,4669,5055,5873,6386,7190,7784,8382,8835,9228,10388,11553,11860,12110,12207,13489,13989,14602,15947,16984,18064,18750,20147,22169,22957,23561,24926,25575,25864,26894,28100,28996,29827,31920,33520,33342,35026,37699,38522,39461,40441,41391,42381,43502,45536,47656,50519,53114
 "55085","Oneida, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",77128,87381,99058,110393,125508,139078,155910,174993,195131,218833,242940,277221,307294,321979,343845,371963,391625,412794,428281,454593,496468,531811,569302,622183,665791,714001,747965,799830,846493,907586,928395,1018998,1055316,1101976,1131415,1173133,1196349,1257347,1305664,1380780,1362061,1405571,1455080,1526309,1533211,1584204,1651023,1647758,1750422,1819717,1880064,2007120,2137186
 "55085","Oneida, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",24304,24566,25252,26347,27158,27651,28797,29247,30076,30267,30659,31315,31637,31589,31368,31182,31203,30996,30952,31044,31329,31791,32399,33144,34055,34570,35098,35576,35938,36119,36503,36766,36912,36875,37223,37035,36896,36746,36553,36500,36175,36000,36045,36130,36214,36178,36357,36613,36691,37118,37491,37839,38259
 "55085","Oneida, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3173,3557,3923,4190,4621,5030,5414,5983,6488,7230,7924,8853,9713,10193,10962,11929,12551,13318,13837,14644,15847,16728,17572,18772,19550,20654,21311,22482,23554,25128,25433,27716,28590,29884,30396,31676,32425,34217,35720,37830,37652,39044,40368,42245,42338,43789,45411,45005,47707,49025,50147,53044,55861
 "55087","Outagamie, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",415736,447999,473448,515134,581131,643583,709121,794226,881641,977991,1131410,1251627,1370332,1447903,1549362,1732699,1858949,1995627,2119887,2264302,2462919,2620997,2751947,3005943,3156260,3382846,3572833,3788189,3955175,4155018,4455231,4851999,5216877,5421576,5563376,5743862,5972601,6315962,6561696,6858951,6658563,6876461,7301412,7639809,7744072,8149540,8556747,8856368,9149907,9548044,10029218,10589671,11228691
 "55087","Outagamie, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",116606,119702,120598,121052,120392,121717,124102,123309,124785,125672,126539,128933,129430,130129,130389,131138,132392,133813,135411,137817,139179,140960,142109,144030,145985,148627,150953,153243,155109,157199,159219,161720,163726,165336,166690,168136,169740,171632,173180,174388,176175,176892,178124,179408,180953,182989,184382,185888,187328,188719,189848,190832,191545
 "55087","Outagamie, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3565,3743,3926,4255,4827,5288,5714,6441,7065,7782,8941,9708,10587,11127,11883,13213,14041,14914,15655,16430,17696,18594,19365,20870,21620,22761,23669,24720,25499,26432,27982,30002,31863,32791,33376,34162,35187,36799,37889,39332,37795,38874,40991,42583,42796,44536,46408,47644,48844,50594,52828,55492,58622
 "55089","Ozaukee, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",245337,260243,283972,319031,365574,410179,449550,508935,578987,665492,769890,857316,943933,1000491,1055188,1178309,1253632,1342458,1460562,1595983,1768862,1914157,2006559,2193103,2366672,2552178,2718733,2926117,3174761,3472709,3692937,3935296,4108713,4168402,4290425,4600724,4774179,5191603,5363815,5474235,5234543,5445072,5890921,6127669,6147208,6363751,6618772,6854035,7063886,7413211,7736465,8048666,8576270
 "55089","Ozaukee, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",52505,54774,55655,57573,58872,60489,62456,62992,65247,66284,66271,67129,67562,67128,66741,67359,68008,68281,69159,70569,71484,73247,74513,75983,76940,78211,79181,80049,80675,81103,81766,82515,83001,83605,84303,85069,85178,85362,85597,85994,86409,86414,86994,87469,87730,88253,88773,89349,89627,90548,90998,91569,92497
 "55089","Ozaukee, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",4673,4751,5102,5541,6210,6781,7198,8079,8874,10040,11617,12771,13971,14904,15810,17493,18434,19661,21119,22616,24745,26133,26929,28863,30760,32632,34336,36554,39352,42819,45165,47692,49502,49858,50893,54082,56049,60819,62664,63658,60579,63011,67716,70055,70070,72108,74558,76711,78814,81871,85018,87897,92719
 "55091","Pepin, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",21261,23817,24479,27170,31088,32810,35368,38232,44639,49062,53996,60197,64007,68348,72857,80729,82329,86489,89850,92026,99976,104290,105009,113221,118778,127972,131318,144017,149031,159214,165627,171278,191319,199238,206423,224616,232418,239065,257774,266359,261935,272569,292047,303607,300505,321075,326340,324323,339728,352826,366130,400263,424314
 "55091","Pepin, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",7477,7391,7612,7539,7313,7182,7334,7265,7226,7268,7400,7485,7502,7432,7324,7375,7214,7095,7060,7156,7203,7098,7083,7057,7055,7097,7084,7055,7131,7106,7277,7301,7355,7436,7454,7536,7566,7540,7557,7545,7480,7474,7410,7388,7367,7328,7273,7286,7293,7329,7326,7335,7364
 "55091","Pepin, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2844,3222,3216,3604,4251,4568,4822,5262,6178,6750,7297,8042,8532,9196,9948,10946,11412,12190,12727,12860,13880,14693,14825,16044,16836,18032,18537,20413,20899,22406,22760,23460,26012,26794,27693,29806,30719,31706,34111,35303,35018,36469,39413,41095,40791,43815,44870,44513,46583,48141,49977,54569,57620
 "55093","Pierce, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",91916,100258,106854,116383,132623,143709,155120,173709,198952,221278,252648,286578,303476,317501,338951,383985,404199,426180,460196,484806,517108,539715,560601,610732,629513,666546,708874,763545,809811,866112,913249,976310,1064156,1096068,1149089,1207160,1253476,1301946,1383439,1435689,1380233,1440983,1534405,1599626,1626247,1724524,1798292,1803804,1869175,1942842,2061280,2156945,2317982
 "55093","Pierce, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",26277,26865,27818,28406,28683,28815,29272,29764,30474,30450,30753,31251,31591,32409,32051,32269,32391,32392,32728,32714,32958,32815,33103,33560,33974,34275,34765,35143,35479,35957,36501,36844,37204,37547,38090,38789,39318,39915,40238,40758,40613,41080,40849,40641,40697,40880,40875,41237,41733,42213,42323,42191,42587
 "55093","Pierce, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3498,3732,3841,4097,4624,4987,5299,5836,6529,7267,8215,9170,9606,9797,10575,11900,12479,13157,14061,14820,15690,16447,16935,18198,18529,19447,20390,21727,22825,24087,25020,26498,28603,29192,30168,31121,31880,32618,34381,35225,33985,35077,37563,39360,39960,42185,43995,43742,44789,46025,48704,51123,54429
 "55095","Polk, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",81389,88048,97248,107797,126001,139867,150212,167725,188537,218801,250045,277326,298727,315577,333216,380189,403548,434368,453098,480783,510828,516641,539263,592171,625360,672606,709845,767721,823385,880083,933160,1014083,1098268,1118154,1183586,1281608,1314984,1346141,1416765,1491982,1472925,1523111,1616708,1690377,1710482,1802653,1870290,1895914,1962339,2027198,2106284,2246654,2402625
 "55095","Polk, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",27111,26876,27678,28172,28880,29315,30064,30165,30292,30937,31488,32561,33328,33610,33503,33916,34102,33870,34127,34530,34516,34924,35399,35918,36652,37355,38151,38722,39355,40051,40785,41454,42212,42576,43032,43584,44014,44367,44318,44331,44376,44185,44102,43789,43704,43845,43860,43999,44269,44561,44811,45006,45431
 "55095","Polk, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3002,3276,3514,3826,4363,4771,4996,5560,6224,7072,7941,8517,8963,9389,9946,11210,11834,12825,13277,13924,14800,14793,15234,16487,17062,18006,18606,19826,20922,21974,22880,24463,26018,26263,27505,29405,29876,30341,31968,33656,33192,34471,36658,38603,39138,41114,42642,43090,44328,45493,47004,49919,52885
 "55097","Portage, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",137082,150353,166113,182226,210992,238084,268130,300345,344788,391310,437800,497152,548862,577996,624198,674727,714227,762036,790123,831832,908231,973426,1029178,1136861,1175759,1252628,1330339,1390984,1501240,1586467,1639785,1754702,1871245,1907152,1998482,2048388,2097708,2197596,2344182,2374565,2168233,2428791,2542188,2622514,2682601,2828997,2940742,2980250,3083992,3203545,3358490,3580301,3765451
 "55097","Portage, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",45662,47782,48808,50439,51197,51471,52370,53311,54327,55678,56028,57589,58128,57957,57676,58557,58868,59345,59797,60689,61122,61584,62633,63356,64057,64727,65730,65937,66230,66641,66963,67250,67422,67644,67728,67789,68045,68481,69133,69641,69876,70010,70018,70301,70339,70290,70229,70107,70235,70476,70377,70378,70468
 "55097","Portage, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3002,3147,3403,3613,4121,4626,5120,5634,6347,7028,7814,8633,9442,9973,10822,11523,12133,12841,13213,13706,14859,15806,16432,17944,18355,19352,20239,21096,22667,23806,24488,26092,27754,28194,29507,30217,30828,32091,33908,34097,31030,34692,36308,37304,38138,40248,41874,42510,43910,45456,47721,50872,53435
 "55099","Price, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",38477,41223,43570,50310,59251,62576,68212,75456,83908,94229,108859,123794,137992,147857,159384,179277,189849,204699,213644,218470,231308,235859,244773,272436,280586,295106,309313,322195,345589,354817,352244,356262,397401,409131,423096,445552,455084,455336,469813,497046,486358,511585,524805,551807,535179,571559,584712,583257,599580,616889,633440,672923,718630
 "55099","Price, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",14693,14547,14612,15013,15033,15114,15610,15299,15121,15089,15531,15846,16045,15991,16046,16319,16371,15965,15790,15757,15654,15618,15708,15685,15803,15893,15959,15997,15925,15896,15788,15806,15566,15411,15361,15189,15046,14882,14561,14411,14297,14115,14083,14020,13990,13985,13980,13891,13926,13998,14050,14015,14050
 "55099","Price, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2619,2834,2982,3351,3941,4140,4370,4932,5549,6245,7009,7812,8600,9246,9933,10986,11597,12822,13530,13865,14776,15102,15583,17369,17755,18568,19382,20141,21701,22321,22311,22540,25530,26548,27544,29334,30246,30596,32265,34491,34018,36244,37265,39359,38254,40869,41825,41988,43055,44070,45085,48014,51148
 "55101","Racine, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",679754,704171,745366,825049,922302,1030446,1137080,1243957,1373950,1546280,1733512,1887080,2049865,2099884,2191594,2414377,2500324,2631436,2788794,3014421,3241385,3452812,3620822,3806979,4004447,4240801,4435200,4660527,4973349,5213549,5271907,5550848,5865683,6015292,6209862,6498015,6609069,6992847,7274968,7709937,7348056,7439880,7793905,8121696,7955714,8294135,8750060,8780394,9247846,9662730,9941859,10465282,11200309
 "55101","Racine, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",170181,170861,170371,170296,170642,171715,173903,172264,171543,171762,172266,172979,171952,171080,169741,169619,170270,169655,170181,171934,173657,175518,177885,180251,181776,183338,184808,185658,186621,187689,188361,188904,189047,189833,190845,191808,193251,193915,194395,194730,195130,195450,195120,194980,195240,195535,195606,195963,197245,197734,197753,197440,196896
 "55101","Racine, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3994,4121,4375,4845,5405,6001,6539,7221,8009,9002,10063,10909,11921,12274,12911,14234,14684,15511,16387,17532,18665,19672,20355,21120,22030,23131,23999,25103,26649,27778,27988,29384,31028,31687,32539,33878,34199,36061,37424,39593,37657,38065,39944,41654,40748,42418,44733,44806,46885,48867,50274,53005,56884
 "55103","Richland, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",48661,53394,55709,60712,68620,73209,80911,86626,102351,110441,123425,139722,147221,156132,157327,170976,177185,184462,190497,190823,213043,233367,239784,262094,280487,300305,300852,323793,338786,355793,365915,388103,420442,434091,452736,470675,474310,486619,509596,534673,541070,571093,606345,631843,642549,679504,698471,706799,719655,747192,767587,831434,873492
 "55103","Richland, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",16915,16992,16659,16430,16509,16419,16954,16846,16471,16863,17101,17557,17839,17879,17552,17499,17271,17256,17257,17339,17369,17554,17597,17714,17678,17713,17704,17724,17728,17676,17609,17979,18061,17976,18106,18322,18256,18299,18428,18205,18112,18023,18012,17821,17830,17758,17580,17560,17526,17435,17333,17274,17212
 "55103","Richland, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",2877,3142,3344,3695,4157,4459,4772,5142,6214,6549,7217,7958,8253,8733,8963,9771,10259,10690,11039,11005,12266,13294,13626,14796,15866,16954,16993,18269,19110,20129,20780,21586,23279,24148,25005,25689,25981,26593,27653,29370,29874,31687,33663,35455,36038,38265,39731,40251,41062,42856,44285,48132,50749
 "55105","Rock, WI",3,CAINC1,1,"...","Personal income (thousands of dollars) ","Thousands of dollars",503767,508949,554306,597945,675634,732589,789143,886974,1002959,1113290,1234630,1320334,1469057,1485534,1605844,1789236,1888355,1958185,2033381,2206337,2355648,2494373,2550011,2818423,2943921,3124299,3315600,3444607,3624936,3802603,3896755,4071746,4203882,4337720,4497215,4660492,4811866,5144580,5308483,5422881,5308870,5450145,5721237,5987243,6125557,6222366,6450417,6590784,6796377,7134598,7510105,8039652,8677198
 "55105","Rock, WI",3,CAINC1,2,"...","Population (persons) 1/","Number of persons",129756,131872,132257,133253,134603,135984,137680,137402,137859,138065,139809,139269,138336,137893,137549,137523,137713,137555,135641,136588,138161,139859,141219,142904,144372,145982,148179,149937,150145,150827,151541,152464,153174,153628,154268,155685,156761,158538,159912,160647,160411,160276,159976,160251,160602,161261,161417,161746,162721,163319,163681,163643,164381
 "55105","Rock, WI",3,CAINC1,3,"...","Per capita personal income (dollars) 2/","Dollars",3882,3859,4191,4487,5019,5387,5732,6455,7275,8064,8831,9480,10619,10773,11675,13010,13712,14236,14991,16153,17050,17835,18057,19722,20391,21402,22376,22974,24143,25212,25714,26706,27445,28235,29152,29935,30696,32450,33196,33757,33095,34005,35763,37362,38141,38586,39961,40748,41767,43685,45883,49129,52787
