yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
52092021,5209,2021,IL0501300,IL0501300,,N,N,,I,GRAND RIDGE,GRAND RIDGE,Grand Ridge,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,515,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,,,,,,,,,2006-12-01,2021-12-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,LA SALLE,Not Specified,Y,Y,Y
52242021,5224,2021,IL0530100,IL0530100,,N,N,,I,DWIGHT,DWIGHT PD,Dwight,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,3958,23367,ILUCR0001,Illinois State Police,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2006-12-01,2021-03-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,"GRUNDY, LIVINGSTON","Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
52262021,5226,2021,IL0530300,IL0530300,,N,N,,I,FAIRBURY,FAIRBURY PD,Fairbury,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,3576,23367,ILUCR0001,Illinois State Police,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2006-12-01,2021-10-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,LIVINGSTON,Not Specified,Y,Y,Y
52282021,5228,2021,IL0540000,IL0540000,,N,N,,I,LOGAN,LOGAN CO SO LINCOLN,Logan,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,County,11910,23367,ILUCR0001,Illinois State Police,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,N,,,,,,,,,2006-12-01,2020-12-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,LOGAN,Not Specified,Y,Y,Y
52302021,5230,2021,IL0540200,IL0540200,,N,N,,I,LINCOLN,LINCOLN PD,Lincoln,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,13297,23367,ILUCR0001,Illinois State Police,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,24,0,24,2,2,4,2.0,2.1,2006-12-01,2020-10-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,LOGAN,Not Specified,Y,Y,Y
52312021,5231,2021,IL0540300,IL0540300,,N,N,,I,MOUNT PULASKI,MOUNT PULASKI PD,Mount Pulaski,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,1438,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,0,0,0,1.4,1.4,2006-12-01,2020-07-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,LOGAN,Not Specified,Y,Y,Y
52352021,5235,2021,IL0550300,IL0550300,,N,N,,I,COLCHESTER,COLCHESTER,Colchester,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,1261,23367,ILUCR0001,Illinois State Police,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,N,0,0,0,0,0,0,0.0,0.0,2006-12-01,2021-05-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,MCDONOUGH,Not Specified,Y,Y,Y
52412021,5241,2021,IL0560100,IL0560100,,N,N,,I,ALGONQUIN,ALGONQUIN PD,Algonquin,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,30796,23367,ILUCR0001,Illinois State Police,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,39,0,39,7,8,15,1.5,1.8,2006-12-01,2021-01-01,2021-10-01,2021-10-01,2021-10-01,2021-10-01,N,"KANE, MCHENRY","Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
52442021,5244,2021,IL0560400,IL0560400,,N,N,,I,FOX RIVER GROVE,FOX RIVER GROVE PD,Fox River Grove,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,4494,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,N,,,,,,,,,2006-12-01,2021-08-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,"LAKE, MCHENRY","Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
52452021,5245,2021,IL0560500,IL0560500,,N,N,,I,HARVARD,HARVARD PD,Harvard,,A,18,Illinois,IL,IL,3,East North Central,2,Midwest,Region II,City,8935,23367,ILUCR0001,Illinois State Police,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,15,1,16,1,1,2,1.8,2.0,2006-12-01,2021-01-01,2022-01-01,2022-01-01,2022-01-01,2022-01-01,N,MCHENRY,"Chicago-Naperville-Elgin, IL-IN-WI",Y,Y,Y
